|   Rank |      0.5 |      0.8 |     0.85 |      0.9 |     0.95 |     0.99 |
|-------:|---------:|---------:|---------:|---------:|---------:|---------:|
|      1 | 0.693147 | 0.402359 | 0.334786 | 0.255843 | 0.157670 | 0.046517 |
|      2 | 0.193147 | 0.202359 | 0.184786 | 0.155843 | 0.107670 | 0.036517 |
|      3 | 0.068147 | 0.122359 | 0.121036 | 0.110843 | 0.083920 | 0.031567 |
|      4 | 0.026481 | 0.079693 | 0.084911 | 0.083843 | 0.068878 | 0.028300 |
|      5 | 0.010856 | 0.054093 | 0.061881 | 0.065618 | 0.058161 | 0.025874 |
|      6 | 0.004606 | 0.037709 | 0.046221 | 0.052496 | 0.050016 | 0.023953 |
|      7 | 0.002001 | 0.026786 | 0.035128 | 0.042654 | 0.043568 | 0.022368 |
|      8 | 0.000885 | 0.019296 | 0.027047 | 0.035062 | 0.038317 | 0.021023 |
|      9 | 0.000397 | 0.014053 | 0.021036 | 0.029084 | 0.033953 | 0.019858 |
|     10 | 0.000180 | 0.010325 | 0.016494 | 0.024301 | 0.030267 | 0.018833 |
|     11 | 0.000082 | 0.007641 | 0.013020 | 0.020426 | 0.027116 | 0.017919 |
|     12 | 0.000038 | 0.005689 | 0.010335 | 0.017257 | 0.024394 | 0.017097 |
|     13 | 0.000018 | 0.004257 | 0.008244 | 0.014641 | 0.022024 | 0.016351 |
|     14 | 0.000008 | 0.003200 | 0.006602 | 0.012469 | 0.019946 | 0.015669 |
|     15 | 0.000004 | 0.002414 | 0.005307 | 0.010653 | 0.018113 | 0.015042 |
|     16 | 0.000002 | 0.001828 | 0.004279 | 0.009128 | 0.016487 | 0.014463 |
|     17 | 0.000001 | 0.001388 | 0.003460 | 0.007841 | 0.015039 | 0.013925 |
|     18 | 0.000000 | 0.001057 | 0.002805 | 0.006751 | 0.013745 | 0.013425 |
|     19 | 0.000000 | 0.000807 | 0.002279 | 0.005825 | 0.012583 | 0.012956 |
|     20 | 0.000000 | 0.000617 | 0.001856 | 0.005035 | 0.011538 | 0.012517 |
|     21 | 0.000000 | 0.000473 | 0.001514 | 0.004359 | 0.010595 | 0.012104 |
|     22 | 0.000000 | 0.000363 | 0.001237 | 0.003781 | 0.009741 | 0.011715 |
|     23 | 0.000000 | 0.000279 | 0.001012 | 0.003283 | 0.008967 | 0.011346 |
|     24 | 0.000000 | 0.000215 | 0.000830 | 0.002855 | 0.008264 | 0.010998 |
|     25 | 0.000000 | 0.000166 | 0.000681 | 0.002486 | 0.007623 | 0.010667 |
