|   Rank |      0.5 |      0.8 |     0.85 |      0.9 |     0.95 |     0.99 |
|-------:|---------:|---------:|---------:|---------:|---------:|---------:|
|      1 | 0.693147 | 0.402359 | 0.334786 | 0.255843 | 0.157670 | 0.046517 |
|      2 | 0.886294 | 0.604719 | 0.519572 | 0.411686 | 0.265340 | 0.083034 |
|      3 | 0.954442 | 0.727078 | 0.640608 | 0.522528 | 0.349260 | 0.114601 |
|      4 | 0.980922 | 0.806771 | 0.725519 | 0.606371 | 0.418139 | 0.142900 |
|      5 | 0.991778 | 0.860864 | 0.787400 | 0.671989 | 0.476300 | 0.168775 |
|      6 | 0.996383 | 0.898573 | 0.833621 | 0.724485 | 0.526316 | 0.192728 |
|      7 | 0.998384 | 0.925359 | 0.868749 | 0.767139 | 0.569884 | 0.215095 |
|      8 | 0.999270 | 0.944655 | 0.895796 | 0.802201 | 0.608202 | 0.236118 |
|      9 | 0.999667 | 0.958709 | 0.916831 | 0.831285 | 0.642154 | 0.255976 |
|     10 | 0.999847 | 0.969034 | 0.933326 | 0.855585 | 0.672422 | 0.274809 |
|     11 | 0.999929 | 0.976675 | 0.946346 | 0.876012 | 0.699537 | 0.292728 |
|     12 | 0.999967 | 0.982363 | 0.956681 | 0.893268 | 0.723932 | 0.309825 |
|     13 | 0.999985 | 0.986620 | 0.964925 | 0.907910 | 0.745956 | 0.326176 |
|     14 | 0.999993 | 0.989820 | 0.971527 | 0.920379 | 0.765902 | 0.341845 |
|     15 | 0.999997 | 0.992234 | 0.976834 | 0.931032 | 0.784015 | 0.356887 |
|     16 | 0.999998 | 0.994062 | 0.981113 | 0.940160 | 0.800502 | 0.371350 |
|     17 | 0.999999 | 0.995450 | 0.984573 | 0.948002 | 0.815541 | 0.385276 |
|     18 | 1.000000 | 0.996507 | 0.987378 | 0.954753 | 0.829286 | 0.398700 |
|     19 | 1.000000 | 0.997314 | 0.989658 | 0.960578 | 0.841869 | 0.411657 |
|     20 | 1.000000 | 0.997931 | 0.991513 | 0.965613 | 0.853407 | 0.424174 |
|     21 | 1.000000 | 0.998404 | 0.993027 | 0.969973 | 0.864002 | 0.436278 |
|     22 | 1.000000 | 0.998767 | 0.994264 | 0.973753 | 0.873743 | 0.447992 |
|     23 | 1.000000 | 0.999047 | 0.995276 | 0.977036 | 0.882710 | 0.459339 |
|     24 | 1.000000 | 0.999262 | 0.996105 | 0.979891 | 0.890974 | 0.470337 |
|     25 | 1.000000 | 0.999428 | 0.996786 | 0.982377 | 0.898597 | 0.481004 |
